Source,Target,Weight
YouTuber,Juan ibai ibai,1
YouTuber,Nacho Nacho,56
YouTuber,Juan Carlos Richardson,1
YouTuber,Gonzalo,37
YouTuber,Chad,6
YouTuber,Miguel,190
YouTuber,Christian wong,2
YouTuber,Pedro Benito,5
YouTuber,Joana,2
YouTuber,sampaoli,4
YouTuber,Sergio Ramos,106
YouTuber,Ian aleix,2
YouTuber,Juan macuti de mesa,1
YouTuber,Nacho c ayur,1
YouTuber,Iker Luca,1
YouTuber,Caña,4
YouTuber,González Ian,1
YouTuber,González,42
YouTuber,Victoria,30
YouTuber,Pauta Zeta,1
YouTuber,Juana,30
YouTuber,Nico Nico,3
YouTuber,Pauta,1
YouTuber,Cristian hubón,2
YouTuber,Ross,1
YouTuber,Adrián de mesa,5
YouTuber,Rose,4
YouTuber,albarache,1
YouTuber,Laura,20
YouTuber,Espérate,8
YouTuber,Compañía,9
YouTuber,greff,8
YouTuber,Matías,30
YouTuber,Ernesto,12
YouTuber,verdue,1
YouTuber,Andrés,109
YouTuber,Agustín,59
YouTuber,Las Reyes,1
YouTuber,Annie arché,1
YouTuber,Nacho Federico,1
YouTuber,Federico Patricio,13
YouTuber,Torre,8
YouTuber,Rubén de la red,49
YouTuber,Gómez nahuer,1
YouTuber,aleis,9
YouTuber,Juan Pedro,3
YouTuber,Corner,32
YouTuber,Rubén,223
YouTuber,Alonso dubón,1
YouTuber,Pablo,203
YouTuber,kolderio coldes,1
YouTuber,Manuel,69
YouTuber,Tío,1
YouTuber,Salvador,22
YouTuber,adrià,6
YouTuber,Emanuel,3
YouTuber,Yahir,5
YouTuber,Cole,6
YouTuber,Clara,13
YouTuber,Fabio WiFi,1
YouTuber,Billy Billy,1
YouTuber,Billy,26
YouTuber,Señor beniju,1
YouTuber,Mario son,1
YouTuber,cristinini,10
YouTuber,beniju,6
YouTuber,Benito,5
YouTuber,benijueza,1
YouTuber,Majo,4
YouTuber,Torres,77
YouTuber,Juan Aguanta,1
YouTuber,Rubio,11
YouTuber,Mine,3
YouTuber,Perico,3
YouTuber,Juan grande gregerador,1
YouTuber,Patricio,20
YouTuber,vinicius Junior,8
YouTuber,Yiye,1
YouTuber,Gigi,36
YouTuber,Juanita,1
YouTuber,Julio,46
YouTuber,Volador,1
YouTuber,Mini,6
YouTuber,chocas,30
YouTuber,Juan Juan,12
YouTuber,Gris,2
YouTuber,Grey,2
